Sampling method,testcase,Conformations generated,Unique conformers generated,time,thread_avg,Duplicates after optimization,Incorrect topology after optimization,High-energy conformations (>15 kcal/mol),Low-energy conformations (<15 kcal/mol),"Time per unique
Macrocycle sampling in MacroModel,csd_MIWTER,2762,2656,9984.732683058828,1.00395180722893,488,0,1519,649,15.445593870346183,4.6237040691211595
Ringo,csd_OHIFAM,7001,7001,600.8195988021325,1.0,182,0,6465,354,1.69723050509077,0.0881096346681526
Ringo,csd_KAQJAN,8195,8195,600.2201251620427,1.0,308,0,4070,3817,0.157249181336663,0.07610246293420092
Ringo,pdb_1NT1,10000,10000,255.99809108511545,1.0,2976,0,6443,581,0.44061633577472537,0.036446197477949235
Ringo,pdb_3DV1,10000,10000,160.86568359006196,1.0,3,0,8342,1655,0.09719980881574741,0.016091395777739517
Ringo,pdb_2VZM,10000,10000,338.7525270059705,1.0,1570,0,7624,806,0.4202884950446284,0.040184166904622835
Ringo,pdb_3DV5,10000,10000,510.9243447100744,1.0,25,0,9011,964,0.5300045069606582,0.051220485685220495
Ringo,csd_GIHKOX10,274,274,600.831823826069,1.0,0,0,270,4,150.20795595651725,2.1928168752776243
Ringo,pdb_1QPL,1796,1796,600.5694243561011,1.0,0,0,1722,74,8.115803031839203,0.33439277525395383
Ringo,csd_CHPSAR,8536,8536,600.1921764120925,1.0,1830,0,5230,1476,0.4066342658618513,0.08950077190755928
Ringo,csd_GAFSEL,10000,10000,217.6529024960473,1.0,7,0,9462,531,0.40989247174396853,0.0217805366252424
Ringo,csd_ACICOE,3492,3492,600.5746186820325,1.0,0,0,3444,48,12.511971222542343,0.17198585872910438
Ringo,pdb_1QPF,1278,1278,600.5855443789624,1.0,0,0,1212,66,9.099780975438824,0.46994174051562
Ringo,csd_PAPGAP,10000,10000,252.5955145561602,1.0,7514,0,2426,60,4.20992524260267,0.10160720617705558
Ringo,csd_BIDPIN10,10000,10000,134.20600492996164,1.0,2775,0,5428,1797,0.07468336390092467,0.018575225595842442
Ringo,csd_VAKPIH,7065,7065,600.8306273990311,1.0,28,0,2085,4952,0.12133090214035361,0.08538164379693493
Ringo,csd_VALINM30,157,157,601.09320376697,1.0,0,0,151,6,100.18220062782832,3.828619132273694
Ringo,csd_CYVIHV10,2796,2796,600.471443845192,1.0,0,0,2500,296,2.028619742720243,0.2147608883566495
Ringo,pdb_1ESV,10005,10000,127.33992625586689,1.0,6324,0,2647,1029,0.12375114310579872,0.034640893976024725
Ringo,pdb_1TPS,391,391,600.5044648079202,1.0,0,0,362,29,20.707050510617936,1.5358170455445528
Ringo,pdb_3ABA,10000,10000,351.9068031050265,1.0,0,0,9082,918,0.3833407441231225,0.035190680310502646
Ringo,pdb_1NSG,794,794,600.667173871072,1.0,0,0,774,20,30.033358693553602,0.7565077756562619
Ringo,csd_COHVAW,10000,10000,136.65598733909428,1.0,1292,0,7270,1438,0.09503198006891118,0.015693154264939627
Ringo,csd_CALSAR,10000,10000,107.2860211620573,1.0,5838,0,3783,379,0.28307657298695854,0.025777515896698053
Ringo,csd_DEKSAN,26,26,602.280130708823,1.0,0,0,26,0,inf,23.164620411877806
Ringo,csd_ZAJDUJ,4,4,603.967535961885,1.0,0,0,4,0,inf,150.99188399047125
Ringo,pdb_2QZK,6249,6249,600.168173893122,1.0,5291,0,785,173,3.469180195914,0.6264803485314426
Ringo,pdb_1WUA,510,510,601.0719817790668,1.0,0,0,499,11,54.642907434460625,1.178572513292288
Ringo,pdb_1SKX,10000,10000,324.2463751221076,1.0,265,0,8988,747,0.4340647591996086,0.03330728044397613
Ringo,pdb_1KEG,6304,6304,600.8635682270397,1.0,291,0,6008,5,120.17271364540792,0.09992741863080652
Ringo,csd_CIYKUR,1067,1067,612.1969720919151,1.0,151,0,799,117,5.2324527529223515,0.6683373057771999
Ringo,pdb_2C7X,10000,10000,405.5451269450132,1.0,1987,0,7245,768,0.5280535507096525,0.05061089815861889
Ringo,pdb_3EKS,10005,10000,237.47603232995607,1.0,9058,0,734,208,1.1417116938940195,0.25209769886407224
Ringo,pdb_1BXO,5059,5059,600.4653512118384,1.0,5,0,4890,164,3.6613740927551124,0.11880992307317736
Ringo,csd_AAGGAG10,10000,10000,120.32691793004052,1.0,1697,0,7918,385,0.31253744916893644,0.014491980962307662
Ringo,csd_IDIMAJ,9473,9473,600.6940115711186,1.0,569,0,8364,540,1.1123963177242937,0.06746338854123075
Ringo,pdb_1MRL,4879,4879,600.5928748080041,1.0,0,0,4843,36,16.68313541133345,0.12309753531625417
Ringo,pdb_2WEA,7690,7690,600.268797770841,1.0,2658,0,4628,404,1.4858138558684184,0.11929030162377605
Ringo,csd_FIXYEQ,10000,10000,166.85466937790625,1.0,428,0,8654,918,0.18175889910447304,0.017431536708932955
Ringo,csd_CAMVES01,10000,10000,139.34639245993458,1.0,5327,0,4502,171,0.8148911839762256,0.029819471958042923
Ringo,pdb_3BXR,6522,6522,600.4454734339379,1.0,1,0,5066,1455,0.4126773013291669,0.09207874151724244
Ringo,csd_VUHHEM,5309,5309,600.404946501134,1.0,63,0,4535,711,0.8444514015487117,0.11445004698839763
Ringo,csd_QUDRIQ,10000,10000,361.3808054830879,1.0,939,0,7527,1534,0.23558070761609382,0.03988310401535017
Ringo,csd_YUYYEW,10000,10000,217.0791988079436,1.0,1062,0,4802,4136,0.05248529951836161,0.024287222959044934
Ringo,csd_MUCYIT,7806,7806,600.1411124491133,1.0,3272,0,3864,670,0.895733003655393,0.13236460353972504
Ringo,pdb_1PFE,3592,3592,600.6688390960917,1.0,0,0,3573,19,31.61414942611009,0.16722406433632842
Ringo,pdb_1A7X,2212,2212,600.518387706019,1.0,0,0,2169,43,13.965543900139977,0.2714820920913287
Ringo,csd_HEBLIJ,3087,3087,601.1014734469354,1.0,1,0,2900,186,3.231728351865244,0.1947833679348462
Ringo,csd_HIKPAS01,14877,10000,133.24102590908296,1.0,9876,0,112,12,11.103418825756913,1.0745244024926046
Ringo,csd_FINWEE10,3282,3282,600.4013200928457,1.0,0,0,3275,7,85.77161715612081,0.18293763561634543
Ringo,pdb_1JFF,3880,3880,600.4389352148864,1.0,893,0,2974,13,46.18761040114511,0.20101738708231887
Ringo,csd_CIYLAY,1069,1069,612.3370518588927,1.0,6,0,867,196,3.124168631933126,0.5760461447402565
Ringo,pdb_3M6G,7072,7072,600.4114491678774,1.0,0,0,7044,28,21.443266041709908,0.08489980898867046
Ringo,csd_WENFOL,3186,3186,600.7296274271794,1.0,0,0,3169,17,35.33703690748114,0.18855292762937206
Ringo,csd_POXTRD10,10000,10000,92.99432357610203,1.0,6412,0,3046,542,0.17157624276033587,0.025918150383528994
Ringo,csd_HAXMOI10,170,170,605.1387813109905,1.0,0,0,156,14,43.224198665070745,3.5596398900646498
Ringo,pdb_3KEE,7008,7008,600.3836350569036,1.0,934,0,4749,1325,0.453119724571248,0.09884485266001047
Ringo,pdb_1OSF,9691,9691,600.2991613268387,1.0,32,0,9410,249,2.4108400053286694,0.062149203988698484
Ringo,pdb_1QZ5,1116,1116,600.7277337829582,1.0,0,0,1012,104,5.776228209451522,0.5382864998055181
Ringo,csd_QEKNID,1884,1884,600.6492581120692,1.0,0,0,1770,114,5.26885314133394,0.31881595441192634
Ringo,pdb_2XBK,5747,5747,600.432069316972,1.0,23,0,5457,267,2.2488092483781723,0.104897286743007
Ringo,pdb_1QZ6,6753,6753,600.5587541968562,1.0,0,0,6092,661,0.9085608989362424,0.08893214189202668
Ringo,pdb_1NMK,10000,10000,479.4457246691454,1.0,0,0,9412,588,0.8153838854917439,0.04794457246691454
Ringo,csd_BIHYAS10,10000,10000,451.0026200099383,1.0,39,0,9381,580,0.777590724155066,0.045276841683559714
Ringo,pdb_2VYP,118,118,603.0476945529226,1.0,0,0,113,5,120.60953891058452,5.110573682651887
Ringo,csd_CAZVEF,10000,10000,380.8250015149824,1.0,7408,0,2141,451,0.8444013337361028,0.14692322589312592
Ringo,csd_OHIDUE,9863,9863,600.6298112040386,1.0,437,0,9037,389,1.5440355043805618,0.06372054012349232
Ringo,csd_RUQVAB,10000,10000,260.50003298185766,1.0,7358,0,2550,92,2.8315220976288877,0.09859955828230797
Ringo,pdb_1EHL,1099815,389,600.2914422890171,1.0,368,0,21,0,inf,28.585306775667483
Ringo,pdb_3I6O,10000,10000,589.8952907971106,1.0,409,0,6305,3286,0.17951773913484803,0.06150508714389643
Ringo,csd_WUMKIY,10000,10000,319.7927077161148,1.0,675,0,7475,1850,0.17286092308979178,0.03429412415186218
Ringo,pdb_2ASP,3086,3086,600.6619370311964,1.0,0,0,2805,281,2.137586964523831,0.1946409387657798
Ringo,csd_DIGTOC,9081,9081,600.664764450863,1.0,0,0,6099,2982,0.20143016916527934,0.0661452223819913
Ringo,pdb_1BZL,1153,1153,601.7962189188693,1.0,0,0,1142,11,54.708747174442664,0.5219394786807192
Ringo,pdb_2ASO,1905,1905,600.6726697830018,1.0,0,0,1774,131,4.585287555595433,0.31531373741889857
Ringo,pdb_2ASM,2725,2725,600.7460530009121,1.0,0,0,2479,246,2.442057126019968,0.22045726715629801
Ringo,csd_TERDAW,2438,2438,601.1552762270439,1.0,0,0,2276,162,3.710835038438543,0.24657722568787693
Ringo,csd_VOKBIG,64,64,601.2874122960493,1.0,0,0,61,3,200.42913743201643,9.39511581712577
Ringo,csd_YAGVEH,6911,6911,600.6257575429045,1.0,8,0,6757,146,4.1138750516637295,0.08700938107241844
Ringo,csd_RECRAT,7700,7700,600.3635586930905,1.0,4455,0,2862,383,1.5675288738722988,0.18501188249401862
Ringo,csd_NUCZUH,6591,6591,600.4536188438069,1.0,1,0,6276,314,1.9122726714770921,0.0911158753935974
Ringo,csd_XACJAM,3323,3323,600.5713988109492,1.0,7,0,2945,371,1.6187908323745261,0.18111320832658298
Ringo,pdb_1GHG,3566,3566,600.838133010082,1.0,6,0,3550,10,60.08381330100819,0.16877475646350618
Ringo,pdb_1XBP,10000,10000,251.17929485393688,1.0,5027,0,3676,1297,0.1936617539351865,0.050508605440164264
Ringo,pdb_1YND,377,377,600.9974821510259,1.0,0,0,364,13,46.23057555007892,1.5941577775889282
Ringo,csd_ICYSPA,31,31,603.6232201501261,1.0,0,0,31,0,inf,19.471716779036328
Ringo,csd_XAGXIN,10000,10000,215.0848141298629,1.0,3796,0,3834,2370,0.09075308613074384,0.03466873212924934
Ringo,csd_FAGFEZ,10000,10000,414.5411921280902,1.0,2,0,9764,234,1.7715435561029496,0.04146241169514805
Ringo,csd_YIVNOG,4031,4031,600.7553547148127,1.0,0,0,3959,72,8.343824371039066,0.14903382652314878
Ringo,csd_REMCOC,10006,10000,457.75224315794185,1.0,9197,0,417,386,1.1858866403055488,0.5700526066724058
Ringo,pdb_1KHR,10000,10000,259.0688543380238,1.0,409,0,7696,1895,0.13671179648444529,0.027011662427069524
Ringo,csd_VOLHOU,10000,10000,306.6313705309294,1.0,45,0,9860,95,3.227698637167678,0.03080174490516619
Ringo,pdb_1E9W,800,800,601.9300547039602,1.0,0,0,794,6,100.32167578399337,0.7524125683799503
Ringo,csd_CTVHVH01,59,59,601.2820543011185,1.0,0,0,58,1,601.2820543011185,10.191221259340992
Ringo,csd_CGPGAP10,10001,10000,113.38544743717648,1.0,8384,0,1578,38,2.9838275641362233,0.07016426202795574
Ringo,csd_QOSNAN,10000,10000,527.2548773901071,1.0,187,0,9426,387,1.3624157038504061,0.05373024328850577
Ringo,pdb_2IYA,3495,3495,600.2601325891446,1.0,31,0,3403,61,9.840330042444993,0.17328525767585007
Ringo,pdb_1S22,10000,10000,320.23460749094374,1.0,5,0,6427,3568,0.08975185187526451,0.032039480489339044
Ringo,pdb_1NTK,10000,10000,268.744257387938,1.0,106,0,8058,1836,0.14637486785835402,0.027162346612890437
Ringo,pdb_2DG4,1278,1278,600.6443995488808,1.0,0,0,1214,64,9.385068742951262,0.4699877930742416
Ringo,pdb_2IYF,1526,1526,600.2720852650236,1.0,2,0,1461,63,9.528128337540057,0.39387932104004175
Ringo,csd_JINWUZ,6770,6770,600.2729854399804,1.0,43,0,6161,566,1.0605529778091527,0.08923338567563259
Ringo,pdb_2F3E,5632,5632,600.4835669570602,1.0,0,0,5211,421,1.4263267623683142,0.10661995151936439
Ringo,pdb_2F3F,10000,10000,303.60548339411616,1.0,21,0,9752,227,1.3374690898419215,0.030424439662703293
Ringo,pdb_1FKD,3196,3196,600.4049002530519,1.0,0,0,3110,86,6.981452328523859,0.18786135802661197
Ringo,pdb_2OTJ,10000,10000,272.5044992980547,1.0,27,0,9461,512,0.5322353501915131,0.027324225338218662
Ringo,pdb_1FKL,1645,1645,600.6472018579952,1.0,0,0,1613,32,18.77022505806235,0.36513507711732235
Ringo,pdb_1FKI,10000,10000,247.87721198122017,1.0,27,0,6086,3887,0.06377082891207105,0.024854829237062084
Ringo,csd_CLPGDH,3572,3572,600.7104084920138,1.0,4,0,3415,153,3.9262118202092404,0.16836054049664065
Ringo,pdb_1FKJ,2995,2995,600.4028088138439,1.0,0,0,2875,120,5.003356740115366,0.20046838357724336
Ringo,csd_GEZBUI,8758,8758,600.2782004261389,1.0,32,0,8312,414,1.44994734402449,0.06879190928559924
Ringo,csd_KAQJER,4006,4006,600.4811704759486,1.0,22,0,1855,2129,0.28204845959415153,0.15072318536042886
Ringo,csd_WUBGAB,1605,1605,601.5752585718874,1.0,0,0,1443,162,3.7134275220486876,0.3748132452161292
Ringo,csd_ABOJOR,7386,7386,600.5558844401967,1.0,277,0,6033,1076,0.5581374390708148,0.08447825073008815
Ringo,pdb_2PH8,6643,6643,600.2114087308291,1.0,4575,0,1903,165,3.6376449013989642,0.2902376251116195
Ringo,csd_QUDROW,10000,10000,385.6919878008776,1.0,41,0,8974,985,0.3915654698486067,0.03872798351248896
Ringo,csd_RULSUN,4519,4519,600.3819952209014,1.0,0,0,4474,45,13.341822116020031,0.13285726824981223
Ringo,csd_DAFGIA,7912,7911,600.3030661991797,1.0,7659,0,249,3,200.10102206639326,2.3821550245999195
Ringo,csd_CUQRUB,12,12,601.962412355002,1.0,0,0,12,0,inf,50.163534362916835
Ringo,pdb_1XS7,4610,4610,600.494216474006,1.0,0,0,4374,236,2.5444670189576524,0.13025904912668243
Ringo,csd_LALWIF,10649,10000,239.00560085987672,1.0,9880,0,111,9,26.556177873319637,1.9917133404989726
Ringo,csd_XAGXOT,8391,8391,600.1802860200405,1.0,666,0,5090,2635,0.2277724045616852,0.0776932409087431
Ringo,csd_JOKSAD,10000,10000,99.28591605112888,1.0,867,0,3794,5339,0.018596350637034815,0.010871117491637893
Ringo,csd_CAHWEN,3590,3590,600.5769462001044,1.0,4,0,3393,193,3.1117976487052044,0.1674782337423604
Ringo,csd_MECBOL,10000,10000,196.68579850182869,1.0,3169,0,6074,757,0.2598227192890736,0.02879311938249578
Ringo,csd_DALPUC,5132,5132,600.4234548020177,1.0,88,0,4593,451,1.3313158643060259,0.11903716391792578
Ringo,csd_NITFEB,10000,10000,209.2933477228508,1.0,1499,0,4233,4268,0.04903780405877479,0.02461985033794269
Ringo,csd_YAGKOG,139,139,602.0790527109057,1.0,0,0,129,10,60.20790527109057,4.3315039763374505
Ringo,pdb_2C6H,10000,10000,283.4227930260822,1.0,3876,0,5887,237,1.1958767638231318,0.046280665092436675
Ringo,pdb_2GPL,4950,4950,601.6138949738815,1.0,79,0,3568,1303,0.46171442438517385,0.12350931943623107
Ringo,pdb_1PKF,10000,10000,278.5566460469272,1.0,148,0,7464,2388,0.1166485117449444,0.02827412160443841
Ringo,pdb_1PPJ,10000,10000,271.3223385880701,1.0,159,0,8610,1231,0.22040807358900905,0.027570606502191862
Ringo,pdb_1YXQ,11,11,602.5383484100457,1.0,0,0,10,1,602.5383484100457,54.77621349182234
Ringo,csd_RASTIO,10000,10000,222.65755272796372,1.0,4939,0,4490,571,0.3899431746549277,0.0439947742991432
Ringo,pdb_3K5C,10000,10000,551.1798687661067,1.0,68,0,5889,4043,0.1363294258634941,0.05549535529260035
Ringo,csd_MALVAL10,1353,1353,601.7582730920985,1.0,0,0,1347,6,100.29304551534976,0.4447585166977816
Ringo,pdb_2WHW,10000,10000,422.0431459911633,1.0,735,0,5926,3339,0.12639806708330736,0.04555241726833927
Ringo,csd_ABOMOT,769,769,612.3291422720067,1.0,0,0,748,21,29.15853058438127,0.7962667649831037
Ringo,csd_DACMAW,6742,6742,600.3452189390082,1.0,0,0,6518,224,2.6801125845491436,0.08904556792331773
Ringo,pdb_1YET,10000,10000,312.4581603619736,1.0,428,0,9459,113,2.7651164633802976,0.032642933594021484
Ringo,csd_MIWTER,5553,5553,600.2885318140034,1.0,2,0,5410,141,4.25736547385818,0.10814061102756321
Ringo,pdb_7UPJ,8148,8148,600.1991964820772,1.0,4874,0,892,2382,0.25197279449289556,0.18332290668359108
Ringo,csd_YUPBAN01,160,160,601.1750146909617,1.0,0,0,147,13,46.244231899304744,3.7573438418185106
Ringo,pdb_1NWX,6649,6649,600.297909101937,1.0,56,0,6452,141,4.257431979446362,0.09105079767965069
Ringo,csd_FEGJAD,5136,5136,600.5182989679743,1.0,368,0,4011,757,0.7932870527978524,0.1259476298171087
Ringo,csd_KIVDIC,7488,7488,600.279840049101,1.0,1814,0,5123,551,1.0894370962778603,0.1057948255285691
Ringo,csd_XAGYAG,8020,8020,600.1950163028669,1.0,3052,0,2491,2477,0.24230723306534793,0.12081220134920831
Ringo,csd_OHUXEU,7836,7836,600.4936806547921,1.0,223,0,7116,497,1.2082367820015938,0.0788774045257838
Ringo,csd_CTILIH10,92,92,601.784185128985,1.0,0,0,88,4,150.44604628224624,6.541132447054184
Ringo,csd_FIVSAE,10000,10000,241.8123830999248,1.0,5553,0,4219,228,1.060580627631249,0.05437651969865635
Ringo,pdb_2Q0R,10000,10000,194.20995958382264,1.0,190,0,9028,782,0.2483503319486223,0.01979714164972708
CREST,pdb_2QZK,651,558,223.546742758248,9.469233644859813,256,0,206,96,22.050170184637746,7.009325621606701
CREST,csd_RECRAT,396,275,272.4520888417028,9.268000000000008,62,0,133,80,31.563574492311293,11.854863659084055
CREST,pdb_2C6H,3159,2339,739.9287078571506,7.884921409214083,879,0,1313,147,39.688977618197,3.996081993065041
CREST,csd_YIVNOG,9202,7453,9477.276905804873,11.75523555555575,407,0,6587,459,242.71813170580572,15.811470685916095
CREST,pdb_3M6G,10250,8205,10982.234868521336,11.331102517329684,1070,0,6855,280,444.4315327307427,17.440901074226762
CREST,pdb_1NWX,12635,9611,4035.001262870152,10.882536779324203,2036,0,7106,469,93.626971530499,5.7968382373338665
CREST,pdb_2IYA,5876,4850,3859.2053020237945,10.344909657320988,1175,0,3562,113,353.30203715478154,10.863436788704847
CREST,csd_FINWEE10,14302,11142,10265.84717091173,11.360271715791711,1480,0,9350,312,373.7910681229131,12.070255977473492
CREST,csd_RULSUN,28241,21399,8527.179902864154,10.941485768054845,2739,0,17333,1327,70.30898082052106,5.000000940451845
CREST,csd_MIWTER,19498,14494,4592.504709887318,10.27226911315004,1987,0,11410,1097,43.004051306628604,3.771923265640968
